borough,CT,NTA
Queens,4003800,QN53
Queens,4004001,QN53
Queens,4004200,QN53
Queens,4005200,QN53
Queens,4064101,QN53
Queens,4024500,QN63
Queens,4024700,QN63
Queens,4024900,QN63
Queens,4025100,QN63
Queens,4025500,QN63
Queens,4025700,QN63
Queens,4025900,QN63
Queens,4026100,QN63
Queens,4026300,QN63
Queens,4029300,QN63
Queens,4029500,QN63
Queens,4029700,QN63
Staten Island,5015602,SI01
Staten Island,5017005,SI01
Staten Island,5017011,SI01
Staten Island,5017012,SI01
Staten Island,5017600,SI01
Staten Island,5019800,SI01
Staten Island,5017007,SI48
Staten Island,5017008,SI48
Staten Island,5017009,SI48
Staten Island,5017010,SI48
Staten Island,5022600,SI11
Staten Island,5024401,SI11
Staten Island,5024402,SI11
Staten Island,5024800,SI11
Staten Island,5001800,SI14
Staten Island,5002002,SI14
Staten Island,5005000,SI14
Staten Island,5006400,SI14
Staten Island,5007400,SI14
Staten Island,5013203,SI54
Staten Island,5014604,SI54
Staten Island,5014605,SI54
Staten Island,5014606,SI54
Staten Island,5014607,SI54
Staten Island,5014608,SI54
Staten Island,5015601,SI54
Staten Island,5015603,SI54
Staten Island,5003300,SI08
Staten Island,5003900,SI08
Staten Island,5004000,SI08
Staten Island,5004700,SI08
Staten Island,5022300,SI12
Staten Island,5023100,SI12
Staten Island,5023900,SI12
Staten Island,5030301,SI12
Staten Island,5030302,SI12
Staten Island,5031901,SI12
Staten Island,5031902,SI12
Staten Island,5032300,SI12
Staten Island,5005900,SI35
Staten Island,5006700,SI35
Staten Island,5007500,SI35
Staten Island,5010500,SI35
Staten Island,5012100,SI35
Staten Island,5011202,SI45
Staten Island,5011402,SI45
Staten Island,5012200,SI45
Staten Island,5012804,SI45
Staten Island,5013400,SI45
Staten Island,5017300,SI05
Staten Island,5018702,SI05
Staten Island,5018902,SI05
Staten Island,5022800,SI05
Staten Island,5027301,SI05
Staten Island,5027302,SI05
Staten Island,5029102,SI05
Staten Island,5029103,SI05
Staten Island,5029104,SI05
Staten Island,5012805,SI25
Staten Island,5012806,SI25
Staten Island,5013201,SI25
Staten Island,5013204,SI25
Staten Island,5013800,SI25
Staten Island,5007000,SI36
Staten Island,5009601,SI36
Staten Island,5009602,SI36
Staten Island,5011201,SI36
Staten Island,5011401,SI36
Staten Island,5015400,SI99
Staten Island,5990100,SI99
Staten Island,5020700,SI28
Staten Island,5021300,SI28
Staten Island,5024700,SI28
Staten Island,5025100,SI28
Staten Island,5020801,SI32
Staten Island,5020803,SI32
Staten Island,5020804,SI32
Staten Island,5000600,SI37
Staten Island,5000800,SI37
Staten Island,5001700,SI37
Staten Island,5002001,SI37
Staten Island,5002100,SI37
Staten Island,5002700,SI37
Staten Island,5002900,SI37
Staten Island,5003600,SI37
Staten Island,5017700,SI24
Staten Island,5018100,SI24
Staten Island,5027702,SI24
Staten Island,5027704,SI24
Staten Island,5027705,SI24
Staten Island,5027706,SI24
Staten Island,5027900,SI24
Staten Island,5000300,SI22
Staten Island,5000700,SI22
Staten Island,5000900,SI22
Staten Island,5001100,SI22
Staten Island,5007700,SI22
Staten Island,5008100,SI22
Staten Island,5008900,SI22
Staten Island,5009700,SI22
Staten Island,5012500,SI22
Staten Island,5013301,SI22
Staten Island,5013302,SI22
Staten Island,5014100,SI22
Staten Island,5014700,SI07
Staten Island,5015100,SI07
Staten Island,5016901,SI07
Staten Island,5018701,SI07
Staten Island,5018901,SI07
Staten Island,5019700,SI07
Staten Island,5020100,SI07
